PID pid_obj(2.3, 0 , 0.14)
Time, Theta, Acc, Vel
-22272, 66.92, -1.54, -35.08
-16540, 66.38, -1.46, -41.05
-14752, 66.38, -1.46, -41.31
-12940, 66.38, -1.53, -41.55
-7220, 49.29, 0.97, -37.61
-5484, 49.29, 0.97, -37.44
-3744, 49.29, -1.13, -37.63
-1976, 49.29, -1.13, -37.82
3760, 26.07, 2.24, -28.55
5488, 26.07, 2.24, -28.15
7232, 26.07, -0.60, -28.26
12872, -13.05, 5.18, -7.24
14604, -13.05, 5.18, -6.31
16360, -13.05, 0.30, -6.26
18112, -13.05, 0.30, -6.21
23792, -39.45, 4.17, 10.90
25564, -39.45, 4.17, 11.65
27368, -39.45, 0.91, 11.80
-32468, -53.21, 2.92, 23.67
-30684, -53.21, 2.92, 24.21
-28880, -53.21, 1.22, 24.41
-27056, -53.21, 1.22, 24.62
-21324, -63.85, 2.77, 35.94
-19488, -63.85, 2.77, 36.60
-17684, -63.85, 1.47, 36.84
-11992, -66.58, 1.87, 44.40
-10216, -66.58, 1.87, 44.74
-8416, -66.58, 1.53, 45.00
-2792, -61.84, 0.83, 48.35
-1060, -61.84, 0.83, 48.49
684, -61.84, 1.42, 48.73
2444, -61.84, 1.42, 49.05
8092, -51.02, -0.17, 48.34
9828, -51.02, -0.17, 48.31
11576, -51.02, 1.17, 48.51
17256, -18.90, -3.54, 34.19
19036, -18.90, -3.54, 33.55
20836, -18.90, 0.43, 33.63
22624, -18.90, 0.43, 33.70
28320, 7.88, -3.48, 19.50
30036, 7.88, -3.48, 18.89
31784, 7.88, -0.18, 18.86
-28120, 38.14, -4.65, -0.01
-26392, 38.14, -4.65, -0.83
-24636, 38.14, -0.88, -0.97
-22884, 38.14, -0.88, -1.12
-17192, 49.51, -2.54, -11.54
-15412, 49.51, -2.54, -11.98
-13604, 49.51, -1.14, -12.16
-7896, 34.45, 1.06, -7.86
-6220, 34.45, 1.06, -7.67
-4520, 34.45, -0.79, -7.80
-2816, 34.45, -0.79, -7.93
2840, 5.83, 3.42, 6.14
4472, 5.83, 3.42, 6.72
6108, 5.83, -0.13, 6.70
11652, -14.24, 2.88, 18.39
13488, -14.24, 2.88, 19.08
15276, -14.24, 0.33, 19.13
17076, -14.24, 0.33, 19.19
22780, -14.39, 0.35, 20.61
24552, -14.39, 0.35, 20.67
26344, -14.39, 0.33, 20.73
32068, -0.97, -1.63, 14.07
-31748, -0.97, -1.63, 13.78
-29984, -0.97, 0.02, 13.78
-28236, -0.97, 0.02, 13.79
-22596, 27.95, -4.25, -3.50
-20860, 27.95, -4.25, -4.25
-19092, 27.95, -0.64, -4.35
-13416, 64.22, -5.97, -28.69
-11568, 64.22, -5.97, -30.07
-9760, 64.22, -1.48, -30.32
-4072, 84.05, -4.39, -48.19
-2340, 84.05, -4.39, -48.97
-580, 84.05, -1.93, -49.28
1128, 84.05, -1.93, -49.62
6816, 73.01, -0.32, -50.91
8608, 73.01, -0.32, -50.99
10352, 73.01, -1.68, -51.27
16052, 35.46, 3.81, -35.79
17828, 35.46, 3.81, -35.12
19628, 35.46, -0.82, -35.25
21420, 35.46, -0.82, -35.39
27132, -21.15, 7.47, -5.06
28864, -21.15, 7.47, -3.72
30620, -21.15, 0.49, -3.64
-29248, -63.71, 6.75, 23.83
-27464, -63.71, 6.75, 25.02
-25664, -63.71, 1.47, 25.26
-23844, -63.71, 1.47, 25.50
-18120, -89.06, 5.16, 46.53
-16280, -89.06, 5.16, 47.77
-14484, -89.06, 2.05, 48.11
-8796, -82.29, 1.06, 52.38
-7060, -82.29, 1.06, 52.58
-5316, -82.29, 1.89, 52.89
360, -53.12, -2.39, 43.13
2064, -53.12, -2.39, 42.69
3824, -53.12, 1.22, 42.89
5572, -53.12, 1.22, 43.10
11280, -22.68, -3.23, 29.78
13056, -22.68, -3.23, 29.21
14864, -22.68, 0.52, 29.30
20556, 13.21, -4.73, 10.05
22328, 13.21, -4.73, 9.21
24088, 13.21, -0.30, 9.16
25828, 13.21, -0.30, 9.11
31452, 28.06, -2.50, -0.99
-32368, 28.06, -2.50, -1.43
-30616, 28.06, -0.65, -1.54
-24968, 36.98, -1.96, -9.47
-23236, 36.98, -1.96, -9.81
-21468, 36.98, -0.85, -9.96
-19716, 36.98, -0.85, -10.10
-14000, 40.09, -1.30, -15.42
-12228, 40.09, -1.30, -15.65
-10440, 40.09, -0.92, -15.80
-4748, 36.01, -0.32, -17.12
-3012, 36.01, -0.32, -17.17
-1272, 36.01, -0.83, -17.31
548, 36.01, -0.83, -17.49
6132, 26.18, 0.63, -14.93
7864, 26.18, 0.63, -14.81
9608, 26.18, -0.60, -14.91
15252, 15.89, 0.92, -11.19
17024, 15.89, 0.92, -11.03
18812, 15.89, -0.37, -11.09
20604, 15.89, -0.37, -11.15
26300, 13.95, -0.08, -11.48
28072, 13.95, -0.08, -11.50
29860, 13.95, -0.32, -11.55
-29984, -10.57, 3.27, 1.73
-28248, -10.57, 3.27, 2.32
-26488, -10.57, 0.24, 2.36
-24732, -10.57, 0.24, 2.41
-19048, -37.26, 4.15, 19.45
-17260, -37.26, 4.15, 20.21
-15400, -37.26, 0.86, 20.40
-9680, -49.08, 2.58, 30.94
-7952, -49.08, 2.58, 31.39
-6208, -49.08, 1.13, 31.58
-560, -39.64, -0.26, 30.51
1132, -39.64, -0.26, 30.47
2876, -39.64, 0.91, 30.62
4628, -39.64, 0.91, 30.77
10280, -19.34, -2.08, 22.30
12048, -19.34, -2.08, 21.93
13848, -19.34, 0.44, 22.00
19512, 23.11, -5.80, -1.44
21232, 23.11, -5.80, -2.46
22984, 23.11, -0.53, -2.55
24740, 23.11, -0.53, -2.64
30428, 53.93, -5.05, -23.36
32268, 53.93, -5.05, -24.55
-31468, 53.93, -1.24, -24.75
-25736, 53.04, -1.11, -29.29
-23956, 53.04, -1.11, -29.48
-22148, 53.04, -1.22, -29.68
-20328, 53.04, -1.22, -29.91
-14600, 23.39, 3.09, -17.27
-12828, 23.39, 3.09, -16.74
-11032, 23.39, -0.54, -16.83
-5304, -15.61, 5.14, 4.20
-3616, -15.61, 5.14, 5.13
-1900, -15.61, 0.36, 5.19
3688, -59.51, 6.89, 33.00
5464, -59.51, 6.89, 34.58
7224, -59.51, 1.37, 34.81
8976, -59.51, 1.37, 35.04
14628, -81.06, 4.54, 53.50
16396, -81.06, 4.54, 54.32
18192, -81.06, 1.86, 54.63
23956, -67.19, -0.15, 54.02
25736, -67.19, -0.15, 53.99
27532, -67.19, 1.55, 54.25
29336, -67.19, 1.55, 54.50
-30500, -21.01, -5.22, 33.36
-28716, -21.01, -5.22, 32.44
-26900, -21.01, 0.48, 32.52
-21212, 29.15, -6.87, 4.69
-19488, 29.15, -6.87, 3.48
-17728, 29.15, -0.67, 3.37
-15968, 29.15, -0.67, 3.27
-10288, 74.62, -7.34, -26.73
-8500, 74.62, -7.34, -27.99
-6736, 74.62, -1.72, -28.27
-996, 95.39, -4.74, -47.86
696, 95.39, -4.74, -48.68
2404, 95.39, -2.19, -49.03
4168, 95.39, -2.19, -49.40
9840, 76.55, 0.57, -47.07
11568, 76.55, 0.57, -46.97
13360, 76.55, -1.76, -47.28
19128, 39.49, 3.60, -32.41
20900, 39.49, 3.60, -31.78
22692, 39.49, -0.91, -31.93
28408, -12.41, 6.67, -4.73
30144, -12.41, 6.67, -3.55
31904, -12.41, 0.29, -3.51
-31876, -12.41, 0.29, -3.46
-26200, -46.17, 5.24, 17.86
-24416, -46.17, 5.24, 18.80
-22616, -46.17, 1.06, 18.98
-16916, -61.46, 3.30, 32.34
-15076, -61.46, 3.30, 33.12
-13268, -61.46, 1.41, 33.36
-11464, -61.46, 1.41, 33.61
-5736, -66.44, 2.14, 42.32
-3996, -66.44, 2.14, 42.71
-2232, -66.44, 1.53, 42.96
3424, -60.48, 0.65, 45.61
5156, -60.48, 0.65, 45.72
6956, -60.48, 1.39, 46.04
12572, -37.92, -1.95, 38.18
14356, -37.92, -1.95, 37.83
16160, -37.92, 0.87, 37.97
17952, -37.92, 0.87, 38.12
23672, 1.59, -4.90, 18.12
25392, 1.59, -4.90, 17.23
27144, 1.59, -0.04, 17.23
-32756, 30.82, -4.36, -0.46
-31036, 30.82, -4.36, -1.21
-29268, 30.82, -0.71, -1.33
-27504, 30.82, -0.71, -1.45
-21836, 59.13, -4.87, -21.26
-20044, 59.13, -4.87, -22.10
-18232, 59.13, -1.36, -22.30
-12432, 66.73, -2.46, -32.49
-10648, 66.73, -2.46, -32.91
-8836, 66.73, -1.53, -33.16
-7068, 66.73, -1.53, -33.42
-1368, 48.28, 1.16, -28.66
368, 48.28, 1.16, -28.46
2068, 48.28, -1.11, -28.64
7688, 26.34, 2.13, -20.05
9416, 26.34, 2.13, -19.68
11156, 26.34, -0.61, -19.78
12972, 26.34, -0.61, -19.88
18712, -4.36, 3.86, -4.04
20392, -4.36, 3.86, -3.34
22100, -4.36, 0.10, -3.32
27696, -34.63, 4.60, 15.34
29464, -34.63, 4.60, 16.15
31264, -34.63, 0.80, 16.28
-32476, -34.63, 0.80, 16.41
-26748, -43.25, 2.05, 24.83
-24908, -43.25, 2.05, 25.31
-23104, -43.25, 0.99, 25.47
-17420, -26.10, -1.52, 19.32
-15628, -26.10, -1.52, 19.05
-13824, -26.10, 0.60, 19.14
-8092, 0.51, -3.28, 5.73
-6456, 0.51, -3.28, 5.15
-4800, 0.51, -0.01, 5.15
-3164, 0.51, -0.01, 5.15
2388, 18.68, -2.73, -5.96
4064, 18.68, -2.73, -6.44
5768, 18.68, -0.43, -6.51
7476, 18.68, -0.43, -6.58
13096, 42.12, -3.90, -22.52
14880, 42.12, -3.90, -23.21
16684, 42.12, -0.97, -23.37
22428, 57.00, -3.13, -36.19
24204, 57.00, -3.13, -36.74
26000, 57.00, -1.31, -36.95
31720, 49.14, -0.16, -37.63
-32036, 49.14, -0.16, -37.65
-30232, 49.14, -1.13, -37.84
-28412, 49.14, -1.13, -38.02
-22684, 29.38, 1.75, -30.87
-20904, 29.38, 1.75, -30.57
-19100, 29.38, -0.68, -30.67
-13332, -10.95, 5.17, -9.34
-11592, -10.95, 5.17, -8.42
-9820, -10.95, 0.25, -8.38
-8108, -10.95, 0.25, -8.34
-2484, -45.17, 5.31, 13.33
-744, -45.17, 5.31, 14.24
964, -45.17, 1.04, 14.41
6544, -46.58, 1.25, 19.46
8276, -46.58, 1.25, 19.68
10016, -46.58, 1.07, 19.86
11816, -46.58, 1.07, 20.03
17512, -37.78, -0.22, 19.14
19288, -37.78, -0.22, 19.10
21084, -37.78, 0.87, 19.25
26796, -40.01, 1.20, 24.12
28624, -40.01, 1.20, 24.40
30416, -40.01, 0.92, 24.56
-29456, -51.72, 2.64, 35.22
-27676, -51.72, 2.64, 35.69
-25864, -51.72, 1.19, 35.89
-24044, -51.72, 1.19, 36.09
-18316, -61.79, 2.66, 46.95
-16540, -61.79, 2.66, 47.42
-14668, -61.79, 1.42, 47.74
-8952, -57.87, 0.85, 51.19
-7220, -57.87, 0.85, 51.34
-5468, -57.87, 1.33, 51.57
-3704, -57.87, 1.33, 51.79
1972, -27.37, -3.14, 38.96
3712, -27.37, -3.14, 38.41
5480, -27.37, 0.63, 38.51
11136, 4.90, -4.12, 21.70
12852, 4.90, -4.12, 20.97
14600, 4.90, -0.11, 20.96
16332, 4.90, -0.11, 20.94
21956, 43.88, -5.87, -2.84
23684, 43.88, -5.87, -3.90
25424, 43.88, -1.01, -4.07
31060, 63.56, -3.92, -19.91
-32692, 63.56, -3.92, -20.61
-30824, 63.56, -1.46, -20.94
-25104, 50.34, 0.47, -19.04
-23332, 50.34, 0.47, -18.96
-21540, 50.34, -1.16, -19.15
-19724, 50.34, -1.16, -19.34
-13980, 19.98, 3.26, -6.05
-12252, 19.98, 3.26, -5.45
-10504, 19.98, -0.46, -5.53
-4852, -4.65, 3.17, 7.32
-3212, -4.65, 3.17, 7.89
-1560, -4.65, 0.11, 7.91
100, -4.65, 0.11, 7.93
5580, -34.95, 4.68, 26.89
7372, -34.95, 4.68, 28.03
9108, -34.95, 0.80, 28.17
10868, -34.95, 0.80, 28.30
16536, -50.11, 3.03, 40.58
18312, -50.11, 3.03, 41.11
20120, -50.11, 1.15, 41.30
25812, -38.87, -0.49, 39.30
27580, -38.87, -0.49, 39.22
29380, -38.87, 0.89, 39.37
-30384, -4.30, -4.11, 22.35
-28636, -4.30, -4.11, 21.56
-26884, -4.30, 0.10, 21.57
-25140, -4.30, 0.10, 21.59
-19452, 45.58, -7.21, -8.11
-17720, 45.58, -7.21, -9.35
-15952, 45.58, -1.05, -9.52
-10284, 71.26, -4.82, -29.15
-8496, 71.26, -4.82, -30.00
-6740, 71.26, -1.64, -30.27
-4984, 71.26, -1.64, -30.55
680, 82.08, -3.23, -43.67
2420, 82.08, -3.23, -44.39
4176, 82.08, -1.89, -44.71
9780, 87.74, -2.73, -55.66
11516, 87.74, -2.73, -56.13
13324, 87.74, -2.02, -56.47
15116, 87.74, -2.02, -56.80
20920, 84.61, -1.57, -63.30
22700, 84.61, -1.57, -63.59
24504, 84.61, -1.95, -63.91
30196, 71.12, 0.03, -63.78
31964, 71.12, 0.03, -63.78
-31784, 71.12, -1.64, -64.04
-26012, 39.08, 3.00, -51.67
-24248, 39.08, 3.00, -51.15
-22456, 39.08, -0.90, -51.31
-20668, 39.08, -0.90, -51.46
-14952, -2.58, 5.19, -30.28
-13204, -2.58, 5.19, -29.26
-11452, -2.58, 0.06, -29.25
-5788, -32.36, 4.44, -11.16
-4040, -32.36, 4.44, -10.34
-2280, -32.36, 0.74, -10.22
-512, -32.36, 0.74, -10.10
5104, -55.69, 4.20, 6.98
6784, -55.69, 4.20, 7.73
8484, -55.69, 1.28, 7.95
14092, -70.01, 3.40, 21.80
15860, -70.01, 3.40, 22.39
17652, -70.01, 1.61, 22.66
19512, -70.01, 1.61, 23.04
25224, -61.56, 0.38, 24.59
27000, -61.56, 0.38, 24.66
28796, -61.56, 1.42, 24.90
-31036, -38.82, -1.91, 17.14
-29244, -38.82, -1.91, 16.80
-27440, -38.82, 0.89, 16.95
-21744, -20.03, -1.86, 9.40
-20012, -20.03, -1.86, 9.07
-18252, -20.03, 0.46, 9.14
-16512, -20.03, 0.46, 9.22
-10848, 11.71, -4.21, -7.91
-9104, 11.71, -4.21, -8.70
-7400, 11.71, -0.27, -8.74
-1784, 35.59, -3.81, -24.22
20, 35.59, -3.81, -25.13
1668, 35.59, -0.82, -25.26
3420, 35.59, -0.82, -25.40
9100, 35.24, -0.77, -28.55
10836, 35.24, -0.77, -28.68
12632, 35.24, -0.81, -28.82
18300, 17.64, 1.78, -21.65
20076, 17.64, 1.78, -21.34
21868, 17.64, -0.41, -21.41
23668, 17.64, -0.41, -21.47
29392, -17.17, 4.67, -2.38
31132, -17.17, 4.67, -1.52
-32652, -17.17, 0.39, -1.46
-26988, -56.56, 6.19, 23.72
-25204, -56.56, 6.19, 24.81
-23336, -56.56, 1.30, 25.11
-21536, -56.56, 1.30, 25.33
-15812, -74.44, 3.91, 41.24
-14024, -74.44, 3.91, 41.93
-12216, -74.44, 1.71, 42.22
-6528, -58.25, -0.66, 39.55
-4784, -58.25, -0.66, 39.44
-3020, -58.25, 1.34, 39.67
2680, -22.68, -3.86, 23.85
4420, -22.68, -3.86, 23.15
6176, -22.68, 0.52, 23.24
7912, -22.68, 0.52, 23.33
13536, 31.38, -7.48, -6.82
15260, 31.38, -7.48, -8.10
17016, 31.38, -0.72, -8.22
22684, 60.08, -4.94, -28.31
24456, 60.08, -4.94, -29.18
26252, 60.08, -1.38, -29.41
28052, 60.08, -1.38, -29.63
-31768, 70.37, -2.88, -41.38
-29920, 70.37, -2.88, -42.04
-28112, 70.37, -1.62, -42.31
-22380, 73.62, -2.09, -50.84
-20604, 73.62, -2.09, -51.20
-18800, 73.62, -1.69, -51.48
-16992, 73.62, -1.69, -51.74
-11236, 66.91, -0.72, -54.68
-9400, 66.91, -0.72, -54.85
-7648, 66.91, -1.54, -55.10
-1984, 50.94, 0.81, -51.80
-264, 50.94, 0.81, -51.67
1440, 50.94, -1.17, -51.86
7080, 15.65, 4.04, -35.50
8804, 15.65, 4.04, -34.81
10548, 15.65, -0.36, -34.87
12348, 15.65, -0.36, -34.93
18040, -15.69, 4.23, -17.79
19824, -15.69, 4.23, -17.05
21628, -15.69, 0.36, -16.99
27320, -46.51, 4.87, 2.72
29048, -46.51, 4.87, 3.58
30804, -46.51, 1.07, 3.76
32548, -46.51, 1.07, 3.94
-27344, -55.58, 2.41, 13.71
-25556, -55.58, 2.41, 14.14
-23748, -55.58, 1.28, 14.36
-18012, -35.87, -1.59, 7.86
-16268, -35.87, -1.59, 7.56
-14512, -35.87, 0.82, 7.69
-12756, -35.87, 0.82, 7.83
-7068, -5.71, -3.60, -6.89
-5424, -5.71, -3.60, -7.54
-3760, -5.71, 0.13, -7.52
1796, 12.58, -2.60, -18.07
3584, 12.58, -2.60, -18.69
5328, 12.58, -0.29, -18.74
7072, 12.58, -0.29, -18.78
12760, 8.01, 0.38, -17.22
14476, 8.01, 0.38, -17.15
16208, 8.01, -0.18, -17.18
21864, -11.47, 2.69, -6.24
23596, -11.47, 2.69, -5.75
25352, -11.47, 0.26, -5.71
27112, -11.47, 0.26, -5.66
-32752, -41.36, 4.66, 13.32
-30972, -41.36, 4.66, 14.14
-29160, -41.36, 0.95, 14.30
-23464, -76.89, 6.16, 39.22
-21620, -76.89, 6.16, 40.67
-19808, -76.89, 1.77, 40.96
-17992, -76.89, 1.77, 41.26
-12280, -95.13, 4.43, 59.27
-10500, -95.13, 4.43, 60.05
-8692, -95.13, 2.19, 60.41
-2988, -83.41, 0.47, 62.35
-1256, -83.41, 0.47, 62.43
492, -83.41, 1.92, 62.73
6092, -46.48, -3.57, 48.26
7832, -46.48, -3.57, 47.63
9592, -46.48, 1.07, 47.80
11324, -46.48, 1.07, 47.98
17024, 1.54, -5.95, 23.72
18752, 1.54, -5.95, 22.65
20508, 1.54, -0.04, 22.64
26124, 46.90, -6.74, -4.64
27848, 46.90, -6.74, -5.80
29588, 46.90, -1.08, -5.97
31328, 46.90, -1.08, -6.14
-28536, 71.35, -4.68, -25.22
-26696, 71.35, -4.68, -26.31
-24880, 71.35, -1.64, -26.57
-19164, 58.68, 0.21, -25.73
-17384, 58.68, 0.21, -25.69
-15596, 58.68, -1.35, -25.91
-13784, 58.68, -1.35, -26.12
-8076, 24.92, 3.59, -11.59
-6348, 24.92, 3.59, -10.97
-4600, 24.92, -0.57, -11.07
1048, -10.32, 4.64, 7.69
2728, -10.32, 4.64, 8.53
4436, -10.32, 0.24, 8.57
6128, -10.32, 0.24, 8.61
11732, -44.49, 5.32, 30.19
13568, -44.49, 5.32, 31.44
15368, -44.49, 1.02, 31.62
21044, -57.15, 2.88, 43.27
22824, -57.15, 2.88, 43.79
24624, -57.15, 1.31, 44.02
26424, -57.15, 1.31, 44.24
32120, -39.20, -1.32, 38.91
-31632, -39.20, -1.32, 38.67
-29828, -39.20, 0.90, 38.82
-24068, -2.59, -4.41, 20.62
-22324, -2.59, -4.41, 19.80
-20572, -2.59, 0.06, 19.81
-14956, 46.98, -7.28, -9.53
-13224, 46.98, -7.28, -10.84
-11416, 46.98, -1.08, -11.02
-9620, 46.98, -1.08, -11.19
-3948, 71.92, -4.75, -30.53
-2212, 71.92, -4.75, -31.35
-444, 71.92, -1.65, -31.62
5168, 76.65, -2.36, -41.17
6964, 76.65, -2.36, -41.73
8716, 76.65, -1.76, -42.01
10472, 76.65, -1.76, -42.29
16220, 76.96, -1.81, -49.72
18004, 76.96, -1.81, -50.04
19800, 76.96, -1.77, -50.32
25508, 74.67, -1.43, -56.16
27356, 74.67, -1.43, -56.49
29164, 74.67, -1.72, -56.76
-30660, 59.96, 0.43, -55.01
-28892, 59.96, 0.43, -54.94
-27096, 59.96, -1.38, -55.16
-25288, 59.96, -1.38, -55.39
-19528, 28.21, 3.22, -42.15
-17740, 28.21, 3.22, -41.59
-15932, 28.21, -0.65, -41.70
-10232, -8.67, 4.76, -22.43
-8496, -8.67, 4.76, -21.57
-6776, -8.67, 0.20, -21.54
-5072, -8.67, 0.20, -21.51
516, -40.13, 4.87, -1.76
2164, -40.13, 4.87, -0.87
3860, -40.13, 0.92, -0.72
9456, -66.13, 4.79, 18.70
11180, -66.13, 4.79, 19.55
12988, -66.13, 1.52, 19.80
14780, -66.13, 1.52, 20.05
20500, -84.52, 4.21, 37.22
22336, -84.52, 4.21, 38.21
24144, -84.52, 1.94, 38.53
29852, -82.08, 1.59, 44.98
31616, -82.08, 1.59, 45.26
-32120, -82.08, 1.89, 45.58
-30320, -82.08, 1.89, 45.89
-24592, -63.08, -0.88, 42.29
-22812, -63.08, -0.88, 42.13
-21008, -63.08, 1.45, 42.38
-15244, -38.00, -2.19, 33.35
-13464, -38.00, -2.19, 32.97
-11660, -38.00, 0.87, 33.11
-5940, -0.80, -4.55, 14.50
-4264, -0.80, -4.55, 13.69
-2552, -0.80, 0.02, 13.70
-868, -0.80, 0.02, 13.70
4676, 20.04, -3.10, 1.05
6340, 20.04, -3.10, 0.51
8020, 20.04, -0.46, 0.43
9700, 20.04, -0.46, 0.36
15276, 37.32, -3.04, -11.98
17056, 37.32, -3.04, -12.50
18852, 37.32, -0.86, -12.64
24552, 44.62, -1.93, -20.45
26332, 44.62, -1.93, -20.79
28140, 44.62, -1.03, -20.95
-31652, 38.14, -0.08, -21.29
-29880, 38.14, -0.08, -21.31
-28080, 38.14, -0.88, -21.45
-26272, 38.14, -0.88, -21.59
-20556, 22.65, 1.39, -15.95
-18776, 22.65, 1.39, -15.72
-16972, 22.65, -0.52, -15.80
-11280, 10.92, 1.20, -10.97
-9504, 10.92, 1.20, -10.76
-7756, 10.92, -0.25, -10.80
-6004, 10.92, -0.25, -10.84
-356, -19.11, 4.18, 6.08
1284, -19.11, 4.18, 6.84
2984, -19.11, 0.44, 6.91
8576, -43.45, 4.06, 23.36
10364, -43.45, 4.06, 24.35
12156, -43.45, 1.00, 24.52
13952, -43.45, 1.00, 24.68
19664, -48.65, 1.76, 31.85
21432, -48.65, 1.76, 32.16
23236, -48.65, 1.12, 32.35
28928, -33.17, -1.15, 27.69
30712, -33.17, -1.15, 27.48
32520, -33.17, 0.76, 27.61
-27288, 1.10, -4.24, 10.32
-25560, 1.10, -4.24, 9.54
-23856, 1.10, -0.03, 9.54
-22160, 1.10, -0.03, 9.53
-16540, 43.86, -6.36, -16.51
-14748, 43.86, -6.36, -17.62
-12940, 43.86, -1.01, -17.79
-7236, 66.67, -4.35, -35.42
-5428, 66.67, -4.35, -36.43
-3664, 66.67, -1.53, -36.66
-1900, 66.67, -1.53, -36.92
3780, 53.43, 0.41, -35.27
5512, 53.43, 0.41, -35.20
7252, 53.43, -1.23, -35.40
12868, 21.71, 3.47, -21.43
14644, 21.71, 3.47, -20.83
16444, 21.71, -0.50, -20.92
18228, 21.71, -0.50, -21.00
23944, -18.06, 5.31, 0.71
25668, -18.06, 5.31, 1.68
27408, -18.06, 0.42, 1.75
-32492, -54.32, 5.77, 25.19
-30644, -54.32, 5.77, 26.60
-28844, -54.32, 1.25, 26.81
-27032, -54.32, 1.25, 27.02
-21312, -64.12, 2.68, 37.90
-19540, -64.12, 2.68, 38.37
-17728, -64.12, 1.47, 38.61
-12028, -44.98, -1.33, 33.25
-10240, -44.98, -1.33, 33.02
-8432, -44.98, 1.03, 33.19
-2776, -2.58, -5.22, 12.01
-1088, -2.58, -5.22, 11.07
624, -2.58, 0.06, 11.08
2264, -2.58, 0.06, 11.09
7848, 47.13, -7.34, -18.76
9584, 47.13, -7.34, -20.02
11340, 47.13, -1.08, -20.21
13140, 47.13, -1.08, -20.38
18900, 71.01, -4.54, -39.13
20684, 71.01, -4.54, -39.91
22480, 71.01, -1.63, -40.17
28172, 54.81, 0.74, -37.18
29944, 54.81, 0.74, -37.05
31728, 54.81, -1.26, -37.26
-28104, 18.64, 4.03, -20.92
-26332, 18.64, 4.03, -20.23
-24532, 18.64, -0.43, -20.30
-22744, 18.64, -0.43, -20.37
-17024, -24.70, 5.89, 3.66
-15304, -24.70, 5.89, 4.72
-13556, -24.70, 0.57, 4.81
-7916, -61.18, 5.95, 28.89
-6120, -61.18, 5.95, 30.34
-4372, -61.18, 1.41, 30.57
-2604, -61.18, 1.41, 30.81
3060, -68.40, 2.47, 40.83
4788, -68.40, 2.47, 41.27
6536, -68.40, 1.57, 41.53
12184, -46.19, -1.71, 34.60
13968, -46.19, -1.71, 34.29
15780, -46.19, 1.06, 34.47
17592, -46.19, 1.06, 34.67
23340, -4.06, -5.05, 13.82
25068, -4.06, -5.05, 12.91
26820, -4.06, 0.09, 12.93
32444, 43.29, -6.91, -15.12
-31308, 43.29, -6.91, -16.34
-29500, 43.29, -1.00, -16.49
-23800, 63.07, -3.90, -32.27
-22020, 63.07, -3.90, -32.94
-20216, 63.07, -1.45, -33.18
-18412, 63.07, -1.45, -33.42
-12704, 58.67, -0.81, -36.70
-10864, 58.67, -0.81, -36.88
-9060, 58.67, -1.35, -37.11
-3416, 54.25, -0.70, -39.93
-1680, 54.25, -0.70, -40.06
64, 54.25, -1.25, -40.27
1724, 54.25, -1.25, -40.47
7380, 54.42, -1.27, -45.63
9116, 54.42, -1.27, -45.85
10928, 54.42, -1.25, -46.12
16616, 52.37, -0.95, -49.96
18388, 52.37, -0.95, -50.12
20188, 52.37, -1.20, -50.32
21992, 52.37, -1.20, -50.52
27692, 26.14, 2.64, -39.82
29460, 26.14, 2.64, -39.37
31264, 26.14, -0.60, -39.47
-28504, -3.13, 3.64, -24.43
-26756, -3.13, 3.64, -23.74
-24996, -3.13, 0.07, -23.73
-19332, -44.81, 6.22, 1.53
-17600, -44.81, 6.22, 2.62
-15840, -44.81, 1.03, 2.79
-14084, -44.81, 1.03, 2.96
-8400, -64.04, 3.85, 18.75
-6668, -64.04, 3.85, 19.43
-4924, -64.04, 1.47, 19.67
724, -68.40, 2.12, 28.26
2408, -68.40, 2.12, 28.63
4156, -68.40, 1.57, 28.90
5892, -68.40, 1.57, 29.16
11620, -73.96, 2.38, 39.02
13396, -73.96, 2.38, 39.45
15192, -73.96, 1.70, 39.74
20892, -76.30, 2.04, 48.05
22656, -76.30, 2.04, 48.43
24444, -76.30, 1.75, 48.72
26240, -76.30, 1.75, 49.01
32000, -78.08, 2.01, 57.32
-31768, -78.08, 2.01, 57.68
-29968, -78.08, 1.80, 57.98
-24256, -52.41, -1.95, 50.02
-22468, -52.41, -1.95, 49.66
-20660, -52.41, 1.21, 49.87
-14984, -20.71, -3.45, 36.00
-13204, -20.71, -3.45, 35.37
-11396, -20.71, 0.48, 35.44
-9596, -20.71, 0.48, 35.52
-3880, 10.90, -4.14, 18.46
-2156, 10.90, -4.14, 17.74
-408, 10.90, -0.25, 17.69
5188, 34.33, -3.74, 2.51
6864, 34.33, -3.74, 1.87
8564, 34.33, -0.79, 1.74
10260, 34.33, -0.79, 1.61
15860, 31.96, -0.44, -0.15
17576, 31.96, -0.44, -0.23
19312, 31.96, -0.74, -0.35
24948, 25.26, 0.25, 0.68
26656, 25.26, 0.25, 0.73
28392, 25.26, -0.58, 0.63
30128, 25.26, -0.58, 0.54
-29784, 34.60, -1.96, -7.40
-28060, 34.60, -1.96, -7.73
-26300, 34.60, -0.80, -7.86
-24548, 34.60, -0.80, -8.01
-18904, 50.71, -3.17, -20.90
-17060, 50.71, -3.17, -21.64
-15244, 50.71, -1.17, -21.84
-9528, 61.48, -2.74, -32.95
-7788, 61.48, -2.74, -33.42
-6020, 61.48, -1.41, -33.66
-372, 58.42, -0.96, -37.56
1320, 58.42, -0.96, -37.73
3060, 58.42, -1.34, -37.94
