1500.00
1.38,1500.00
1.38,1500.00
1.35,1500.00
1.35,1500.00
1.35,1500.00
1.35,1500.00
1.35,1500.00
1.22,1500.00
1.22,1500.00
1.22,1500.00
1.22,1500.00
1.22,1500.00
1.12,1500.00
1.12,1500.00
1.12,1500.00
1.12,1500.00
1.12,1500.00
1.06,1500.00
1.06,1500.00
1.06,1500.00
1.06,1500.00
1.06,1500.00
1.05,1500.00
1.05,1500.00
1.05,1500.00
1.05,1500.00
1.05,1500.00
1.14,1500.00
1.14,1500.00
1.14,1500.00
1.14,1500.00
1.14,1500.00
1.26,1500.00
1.26,1500.00
1.26,1500.00
1.26,1500.00
1.26,1500.00
1.31,1500.00
1.31,1500.00
1.31,1500.00
1.31,1500.00
1.31,1500.00
1.24,1500.00
1.24,1500.00
1.24,1500.00
1.24,1500.00
1.24,1500.00
1.16,1500.00
1.16,1500.00
1.16,1500.00
1.16,1500.00
1.16,1500.00
1.22,1500.00
1.22,1500.00
1.22,1500.00
1.22,1500.00
1.22,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
1.31,1500.00
1.31,1500.00
1.31,1500.00
1.31,1500.00
1.31,1500.00
1.34,1500.00
1.34,1500.00
1.34,1500.00
1.34,1500.00
1.34,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
1.06,1500.00
1.06,1500.00
1.06,1500.00
1.06,1500.00
1.06,1500.00
0.89,1500.00
0.89,1500.00
0.89,1500.00
0.89,1500.00
0.89,1500.00
0.76,1500.00
0.76,1500.00
0.76,1500.00
0.76,1500.00
0.76,1500.00
0.72,1500.00
0.72,1500.00
0.72,1500.00
0.72,1500.00
0.72,1500.00
0.78,1500.00
0.78,1500.00
0.78,1500.00
0.78,1500.00
0.78,1500.00
0.69,1500.00
0.69,1500.00
0.69,1500.00
0.69,1500.00
0.69,1500.00
0.68,1500.00
0.68,1500.00
0.68,1500.00
0.68,1500.00
0.68,1500.00
0.93,1500.00
0.93,1500.00
0.93,1500.00
0.93,1500.00
0.93,1500.00
1.20,1500.00
1.20,1500.00
1.20,1500.00
1.20,1500.00
1.20,1500.00
1.21,1500.00
1.21,1500.00
1.21,1500.00
1.21,1500.00
1.21,1500.00
1.01,1500.00
1.01,1500.00
1.01,1500.00
1.01,1500.00
1.01,1500.00
1.01,1500.00
1.01,1500.00
1.01,1500.00
1.01,1500.00
1.01,1500.00
0.66,1500.00
0.66,1500.00
0.66,1500.00
0.66,1500.00
0.66,1500.00
-0.05,1499.40
-0.05,1499.40
-0.05,1499.40
-0.05,1499.40
-0.05,1499.40
-0.17,1497.22
-0.17,1497.22
-0.17,1497.22
-0.17,1497.22
-0.17,1497.22
0.51,1500.00
0.51,1500.00
0.51,1500.00
0.51,1500.00
0.51,1500.00
0.75,1500.00
0.75,1500.00
0.75,1500.00
0.75,1500.00
0.75,1500.00
0.25,1500.00
0.25,1500.00
0.25,1500.00
0.25,1500.00
0.25,1500.00
-0.01,1499.82
-0.01,1499.82
-0.01,1499.82
-0.01,1499.82
-0.01,1499.82
-0.07,1498.91
-0.07,1498.91
-0.07,1498.91
-0.07,1498.91
-0.07,1498.91
-0.80,1488.46
-0.80,1488.46
-0.80,1488.46
-0.80,1488.46
-0.80,1488.46
-2.04,1459.88
-2.04,1459.88
-2.04,1459.88
-2.04,1459.88
-2.04,1459.88
-1.89,1433.36
-1.89,1433.36
-1.89,1433.36
-1.89,1433.36
-1.01,1422.23
-1.01,1422.23
-1.01,1422.23
-1.01,1422.23
-1.01,1422.23
-1.15,1406.17
-1.15,1406.17
-1.15,1406.17
-1.15,1406.17
-1.15,1406.17
-2.21,1377.42
-2.21,1377.42
-2.21,1377.42
-2.21,1377.42
-2.21,1377.42
-2.14,1349.65
-2.14,1349.65
-2.14,1349.65
-2.14,1349.65
-2.14,1349.65
-0.51,1343.06
-0.51,1343.06
-0.51,1343.06
-0.51,1343.06
-0.51,1343.06
0.33,1347.67
0.33,1347.67
0.33,1347.67
0.33,1347.67
0.33,1347.67
-0.31,1343.61
-0.31,1343.61
-0.31,1343.61
-0.31,1343.61
-0.31,1343.61
-0.45,1337.72
-0.45,1337.72
-0.45,1337.72
-0.45,1337.72
-0.45,1337.72
0.27,1341.25
0.27,1341.25
0.27,1341.25
0.27,1341.25
0.27,1341.25
0.81,1351.75
0.81,1351.75
0.81,1351.75
0.81,1351.75
0.81,1351.75
0.68,1360.65
0.68,1360.65
0.68,1360.65
0.68,1360.65
0.68,1360.65
0.61,1368.61
0.61,1368.61
0.61,1368.61
0.61,1368.61
0.61,1368.61
0.83,1379.44
0.83,1379.44
0.83,1379.44
0.83,1379.44
0.83,1379.44
0.98,1392.15
0.98,1392.15
0.98,1392.15
0.98,1392.15
0.98,1392.15
0.25,1395.18
0.25,1395.18
0.25,1395.18
0.25,1395.18
0.25,1395.18
-0.65,1386.04
-0.65,1386.04
-0.65,1386.04
-0.65,1386.04
-0.65,1386.04
-0.58,1378.46
-0.58,1378.46
-0.58,1378.46
-0.58,1378.46
-0.58,1378.46
0.00,1378.47
0.00,1378.47
0.00,1378.47
0.00,1378.47
0.00,1378.47
0.24,1381.61
0.24,1381.61
0.24,1381.61
0.24,1381.61
0.24,1381.61
0.12,1383.08
0.12,1383.08
0.12,1383.08
0.12,1383.08
0.12,1383.08
0.12,1384.80
0.12,1384.80
0.12,1384.80
0.12,1384.80
0.12,1384.80
0.74,1393.65
0.74,1393.65
0.74,1393.65
0.74,1393.65
0.74,1393.65
1.39,1413.13
1.39,1413.13
1.39,1413.13
1.39,1413.13
1.39,1413.13
1.11,1426.44
1.11,1426.44
1.11,1426.44
1.11,1426.44
1.11,1426.44
0.55,1433.58
0.55,1433.58
0.55,1433.58
0.55,1433.58
0.55,1433.58
0.89,1445.11
0.89,1445.11
0.89,1445.11
0.89,1445.11
0.89,1445.11
1.60,1465.88
1.60,1465.88
1.60,1465.88
1.60,1465.88
1.60,1465.88
1.36,1483.53
1.36,1483.53
1.36,1483.53
1.36,1483.53
1.36,1483.53
0.52,1490.27
0.52,1490.27
0.52,1490.27
0.52,1490.27
0.52,1490.27
0.12,1491.67
0.12,1491.67
0.12,1491.67
0.12,1491.67
0.12,1491.67
-0.39,1486.21
-0.39,1486.21
-0.39,1486.21
-0.39,1486.21
-0.39,1486.21
0.64,1494.51
0.64,1494.51
0.64,1494.51
0.64,1494.51
0.64,1494.51
1.11,1500.00
1.11,1500.00
1.11,1500.00
1.11,1500.00
1.11,1500.00
1.44,1500.00
1.44,1500.00
1.44,1500.00
1.44,1500.00
1.44,1500.00
1.54,1500.00
1.54,1500.00
1.54,1500.00
1.54,1500.00
1.54,1500.00
1.15,1500.00
1.15,1500.00
1.15,1500.00
1.15,1500.00
1.15,1500.00
0.51,1500.00
0.51,1500.00
0.51,1500.00
0.51,1500.00
0.51,1500.00
0.21,1500.00
0.21,1500.00
0.21,1500.00
0.21,1500.00
0.21,1500.00
-0.09,1498.90
-0.09,1498.90
-0.09,1498.90
-0.09,1498.90
-0.09,1498.90
-0.19,1496.19
-0.19,1496.19
-0.19,1496.19
-0.19,1496.19
0.39,1500.00
0.39,1500.00
0.39,1500.00
0.39,1500.00
0.39,1500.00
1.13,1500.00
1.13,1500.00
1.13,1500.00
1.13,1500.00
1.13,1500.00
0.92,1500.00
0.92,1500.00
0.92,1500.00
0.92,1500.00
0.92,1500.00
0.41,1500.00
0.41,1500.00
0.41,1500.00
0.41,1500.00
0.41,1500.00
0.69,1500.00
0.69,1500.00
0.69,1500.00
0.69,1500.00
0.69,1500.00
1.28,1500.00
1.28,1500.00
1.28,1500.00
1.28,1500.00
1.28,1500.00
1.42,1500.00
1.42,1500.00
1.42,1500.00
1.42,1500.00
1.42,1500.00
1.59,1500.00
1.59,1500.00
1.59,1500.00
1.59,1500.00
1.59,1500.00
1.94,1500.00
1.94,1500.00
1.94,1500.00
1.94,1500.00
1.94,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
1.25,1500.00
0.82,1500.00
0.82,1500.00
0.82,1500.00
0.82,1500.00
0.82,1500.00
0.17,1500.00
0.17,1500.00
0.17,1500.00
0.17,1500.00
0.17,1500.00
-0.52,1493.76
-0.52,1493.76
-0.52,1493.76
-0.52,1493.76
-0.52,1493.76
-0.59,1485.55
-0.59,1485.55
-0.59,1485.55
-0.59,1485.55
-0.59,1485.55
-1.05,1471.88
-1.05,1471.88
-1.05,1471.88
-1.05,1471.88
-1.35,1457.00
-1.35,1457.00
-1.35,1457.00
-1.35,1457.00
-1.35,1457.00
-1.05,1443.38
-1.05,1443.38
-1.05,1443.38
-1.05,1443.38
-1.05,1443.38
-0.74,1433.78
-0.74,1433.78
-0.74,1433.78
-0.74,1433.78
-0.74,1433.78
-0.12,1432.20
-0.12,1432.20
-0.12,1432.20
-0.12,1432.20
-0.12,1432.20
0.46,1438.66
0.46,1438.66
0.46,1438.66
0.46,1438.66
0.46,1438.66
0.40,1443.90
0.40,1443.90
0.40,1443.90
0.40,1443.90
0.40,1443.90
0.28,1447.28
0.28,1447.28
0.28,1447.28
0.28,1447.28
0.28,1447.28
0.27,1450.75
0.27,1450.75
0.27,1450.75
0.27,1450.75
0.27,1450.75
0.13,1452.29
0.13,1452.29
0.13,1452.29
0.13,1452.29
0.13,1452.29
0.13,1453.90
0.13,1453.90
0.13,1453.90
0.13,1453.90
0.13,1453.90
0.09,1455.03
0.09,1455.03
0.09,1455.03
0.09,1455.03
0.09,1455.03
0.05,1455.68
0.05,1455.68
0.05,1455.68
0.05,1455.68
0.05,1455.68
0.10,1456.88
0.10,1456.88
0.10,1456.88
0.10,1456.88
0.10,1456.88
0.11,1458.17
0.11,1458.17
0.11,1458.17
0.11,1458.17
0.11,1458.17
0.08,1459.18
0.08,1459.18
0.08,1459.18
0.08,1459.18
0.08,1459.18
0.07,1460.07
0.07,1460.07
0.07,1460.07
0.07,1460.07
0.07,1460.07
0.01,1460.24
0.01,1460.24
0.01,1460.24
0.01,1460.24
0.01,1460.24
-0.79,1450.78
-0.79,1450.78
-0.79,1450.78
-0.79,1450.78
-0.79,1450.78
-2.15,1422.80
-2.15,1422.80
-2.15,1422.80
-2.15,1422.80
-2.15,1422.80
-3.05,1380.16
-3.05,1380.16
-3.05,1380.16
-3.05,1380.16
-2.92,1348.00
-2.92,1348.00
-2.92,1348.00
-2.92,1348.00
-2.92,1348.00
-2.43,1313.97
-2.43,1313.97
-2.43,1313.97
-2.43,1313.97
-2.43,1313.97
-1.56,1290.61
-1.56,1290.61
-1.56,1290.61
-1.56,1290.61
-1.56,1290.61
0.63,1298.86
0.63,1298.86
0.63,1298.86
0.63,1298.86
0.63,1298.86
1.99,1322.78
1.99,1322.78
1.99,1322.78
1.99,1322.78
1.99,1322.78
1.69,1346.40
1.69,1346.40
1.69,1346.40
1.69,1346.40
1.69,1346.40
0.71,1354.98
0.71,1354.98
0.71,1354.98
0.71,1354.98
0.71,1354.98
-0.20,1352.12
-0.20,1352.12
-0.20,1352.12
-0.20,1352.12
-0.20,1352.12
-0.95,1339.81
-0.95,1339.81
-0.95,1339.81
-0.95,1339.81
-0.95,1339.81
-0.88,1328.43
-0.88,1328.43
-0.88,1328.43
-0.88,1328.43
-0.46,1323.32
-0.46,1323.32
-0.46,1323.32
-0.46,1323.32
-0.46,1323.32
-0.09,1322.22
-0.09,1322.22
-0.09,1322.22
-0.09,1322.22
-0.09,1322.22
0.26,1326.10
0.26,1326.10
0.26,1326.10
0.26,1326.10
0.26,1326.10
0.38,1330.63
0.38,1330.63
0.38,1330.63
0.38,1330.63
0.38,1330.63
-0.11,1329.28
-0.11,1329.28
-0.11,1329.28
-0.11,1329.28
-0.34,1325.49
-0.34,1325.49
-0.34,1325.49
-0.34,1325.49
-0.34,1325.49
-0.30,1321.23
-0.30,1321.23
-0.30,1321.23
-0.30,1321.23
-0.30,1321.23
-0.27,1317.45
-0.27,1317.45
-0.27,1317.45
-0.27,1317.45
-0.27,1317.45
-0.19,1315.02
-0.19,1315.02
-0.19,1315.02
-0.19,1315.02
-0.19,1315.02
0.01,1315.10
0.01,1315.10
0.01,1315.10
0.01,1315.10
0.01,1315.10
0.13,1316.81
0.13,1316.81
0.13,1316.81
0.13,1316.81
0.13,1316.81
0.19,1319.04
0.19,1319.04
0.19,1319.04
0.19,1319.04
0.19,1319.04
0.32,1323.53
0.32,1323.53
0.32,1323.53
0.32,1323.53
0.32,1323.53
0.62,1330.98
0.62,1330.98
0.62,1330.98
0.62,1330.98
0.62,1330.98
0.84,1341.91
0.84,1341.91
0.84,1341.91
0.84,1341.91
0.84,1341.91
0.94,1353.18
0.94,1353.18
0.94,1353.18
0.94,1353.18
0.94,1353.18
0.94,1365.42
0.94,1365.42
0.94,1365.42
0.94,1365.42
0.94,1365.42
0.87,1376.68
0.87,1376.68
0.87,1376.68
0.87,1376.68
0.87,1376.68
0.70,1385.75
0.70,1385.75
0.70,1385.75
0.70,1385.75
0.70,1385.75
0.47,1391.34
0.47,1391.34
0.47,1391.34
0.47,1391.34
0.47,1391.34
0.33,1396.02
0.33,1396.02
0.33,1396.02
0.33,1396.02
0.33,1396.02
0.33,1399.94
0.33,1399.94
0.33,1399.94
0.33,1399.94
0.33,1399.94
0.30,1404.17
0.30,1404.17
0.30,1404.17
0.30,1404.17
0.30,1404.17
0.29,1407.62
0.29,1407.62
0.29,1407.62
0.29,1407.62
0.29,1407.62
0.32,1411.73
0.32,1411.73
0.32,1411.73
0.32,1411.73
0.32,1411.73
0.45,1417.58
0.45,1417.58
0.45,1417.58
0.45,1417.58
0.45,1417.58
0.66,1426.11
0.66,1426.11
0.66,1426.11
