-23500, -0.15, -132.65, 0.06
-23487, -0.24, -135.27, 0.03
-23474, -0.13, -136.67, 0.03
-23461, -0.14, -138.22, -0.01
-23448, 0.06, -137.51, -0.06
-23435, 0.25, -134.78, -0.05
-23422, 0.18, -132.80, -0.07
-23409, 0.27, -129.82, -0.08
-23396, 0.34, -126.12, -0.09
-23383, 0.36, -122.15, -0.13
-23369, 0.55, -116.10, -0.16
-23356, 0.66, -108.79, -0.16
-23343, 0.63, -101.90, -0.21
-23330, 0.87, -92.30, -0.19
-23317, 0.75, -84.11, -0.21
-23304, 0.85, -74.76, -0.26
-23291, 1.06, -63.11, -0.24
-23278, 0.95, -52.66, -0.31
-23265, 1.27, -38.69, -0.30
-23252, 1.21, -25.40, -0.35
-23239, 1.40, -9.98, -0.35
-23226, 1.39, 5.27, -0.37
-23213, 1.49, 21.66, -0.46
-23199, 1.89, 42.42, -0.31
-23186, 1.19, 55.46, -0.46
-23173, 1.90, 76.37, -0.46
-23160, 1.82, 96.41, -0.39
-23147, 1.52, 113.16, -0.47
-23134, 1.93, 134.34, -0.43
-23121, 1.72, 153.29, -0.38
-23108, 1.51, 169.95, -0.44
-23095, 1.76, 189.34, -0.36
-23082, 1.40, 204.70, -0.35
-23069, 1.38, 219.84, -0.38
-23056, 1.55, 236.85, -0.36
-23043, 1.44, 252.67, -0.33
-23029, 1.29, 266.88, -0.29
-23016, 1.17, 279.72, -0.20
-23003, 0.77, 288.24, -0.26
-22990, 1.05, 299.80, -0.24
-22977, 0.96, 310.40, -0.21
-22964, 0.82, 319.46, -0.25
-22951, 1.00, 330.46, -0.21
-22938, 0.83, 339.61, -0.17
-22925, 0.66, 346.92, -0.11
-22912, 0.40, 351.32, -0.05
-22899, 0.16, 353.07, -0.09
-22886, 0.36, 357.07, 0.01
-22873, -0.08, 356.16, 0.01
-22860, -0.04, 355.77, -0.06
-22847, 0.25, 358.49, -0.01
-22834, 0.03, 358.87, 0.04
-22821, -0.18, 356.87, 0.02
-22808, -0.09, 355.88, 0.04
-22795, -0.17, 354.03, 0.12
-22782, -0.51, 348.38, 0.11
-22769, -0.43, 343.70, 0.11
-22756, -0.42, 339.04, 0.20
-22743, -0.83, 329.94, 0.19
-22729, -0.75, 321.74, 0.26
-22716, -1.06, 310.11, 0.30
-22703, -1.23, 296.55, 0.28
-22690, -1.13, 284.11, 0.34
-22677, -1.39, 268.87, 0.42
-22664, -1.70, 250.14, 0.45
-22651, -1.80, 230.30, 0.53
-22638, -2.13, 206.83, 0.50
-22625, -1.98, 185.04, 0.50
-22612, -1.99, 163.15, 0.48
-22599, -1.91, 142.10, 0.51
-22586, -2.05, 119.60, 0.51
-22573, -2.03, 97.31, 0.54
-22559, -2.16, 73.59, 0.62
-22546, -2.50, 46.08, 0.57
-22533, -2.28, 21.03, 0.63
-22520, -2.54, -6.86, 0.55
-22507, -2.17, -30.78, 0.61
-22494, -2.44, -57.66, 0.53
-22481, -2.09, -80.65, 0.50
-22468, -1.98, -102.47, 0.52
-22455, -2.10, -125.60, 0.51
-22442, -2.04, -148.05, 0.51
-22429, -2.05, -170.61, 0.55
-22416, -2.22, -195.04, 0.44
-22403, -1.72, -213.93, 0.56
-22389, -2.28, -238.98, 0.46
-22376, -1.82, -258.99, 0.44
-22363, -1.73, -278.04, 0.44
-22350, -1.76, -297.38, 0.44
-22337, -1.78, -316.96, 0.42
-22324, -1.67, -335.28, 0.42
-22311, -1.70, -353.95, 0.39
-22298, -1.55, -371.00, 0.32
-22285, -1.27, -385.00, 0.34
-22272, -1.38, -400.18, 0.31
-22259, -1.21, -413.49, 0.27
-22246, -1.09, -425.45, 0.29
-22233, -1.18, -438.40, 0.20
-22220, -0.75, -446.60, 0.20
-22207, -0.80, -455.41, 0.26
-22194, -1.08, -467.32, 0.13
-22181, -0.48, -472.63, 0.21
-22168, -0.89, -482.42, 0.16
-22155, -0.62, -489.24, 0.09
-22142, -0.33, -492.86, 0.11
-22129, -0.43, -497.60, -0.02
-22116, 0.13, -496.14, -0.04
-22103, 0.16, -494.39, -0.04
-22089, 0.18, -492.45, -0.08
-22076, 0.35, -488.59, -0.09
-22063, 0.35, -484.72, -0.11
-22050, 0.45, -479.79, -0.14
-22037, 0.59, -473.27, -0.24
-22024, 0.98, -462.54, -0.21
-22011, 0.82, -453.54, -0.21
-21998, 0.83, -444.43, -0.26
-21985, 1.07, -432.64, -0.31
-21972, 1.27, -418.70, -0.37
-21959, 1.52, -401.98, -0.38
-21946, 1.51, -385.41, -0.44
-21933, 1.80, -365.59, -0.47
-21919, 1.88, -344.91, -0.56
-21906, 2.26, -320.03, -0.62
-21893, 2.49, -292.64, -0.69
-21880, 2.79, -261.96, -0.70
-21867, 2.79, -231.23, -0.64
-21854, 2.55, -203.20, -0.67
-21841, 2.68, -173.72, -0.68
-21828, 2.74, -143.59, -0.67
-21815, 2.69, -114.04, -0.68
-21802, 2.70, -84.29, -0.76
-21789, 3.07, -50.57, -0.83
-21776, 3.36, -13.59, -0.87
-21763, 3.50, 24.87, -0.90
-21749, 3.59, 64.41, -0.94
-21736, 3.79, 106.05, -0.98
-21723, 3.94, 149.43, -0.95
-21710, 3.81, 191.32, -0.92
-21697, 3.68, 231.78, -0.73
-21684, 2.84, 263.03, -0.79
-21671, 3.20, 298.25, -0.77
-21658, 3.05, 331.79, -0.50
-21645, 1.90, 352.64, -0.59
-21632, 2.39, 378.90, -0.61
-21619, 2.44, 405.72, -0.54
-21606, 2.11, 428.98, -0.58
-21593, 2.35, 454.81, -0.58
-21580, 2.30, 480.14, -0.68
-21567, 2.76, 510.47, -0.63
-21554, 2.48, 537.78, -0.51
-21541, 2.00, 559.73, -0.60
-21528, 2.43, 586.44, -0.61
-21515, 2.44, 613.32, -0.65
-21502, 2.61, 641.98, -0.54
-21489, 2.11, 665.14, -0.56
-21476, 2.26, 689.95, -0.61
-21463, 2.48, 717.23, -0.63
-21449, 2.52, 745.01, -0.71
-21436, 2.87, 776.61, -0.90
-21423, 3.66, 816.90, -0.93
-21410, 3.73, 857.96, -0.94
-21397, 3.76, 899.32, -1.07
-21384, 4.33, 946.94, -1.13
-21371, 4.53, 996.82, -1.09
-21358, 4.34, 1044.57, -1.01
-21345, 4.01, 1088.71, -1.00
-21332, 4.01, 1132.86, -0.94
-21319, 3.75, 1174.11, -1.00
-21306, 4.01, 1218.20, -0.84
-21293, 3.28, 1254.28, -0.92
-21279, 3.73, 1295.29, -0.94
-21266, 3.77, 1336.73, -0.84
-21253, 3.33, 1373.36, -0.91
-21240, 3.67, 1413.77, -0.85
-21227, 3.36, 1450.77, -0.86
-21214, 3.46, 1488.88, -1.07
-21201, 4.35, 1536.69, -0.99
-21188, 3.93, 1579.95, -1.29
-21175, 5.27, 1637.90, -2.33
-21162, 9.73, 1744.98, -2.28
-21149, 9.11, 1845.16, -3.14
-21136, 12.90, 1987.03, -3.14
-21123, 12.57, 2000.00, -3.14
-21109, 12.57, 2000.00, -1.90
-21096, 7.13, 2000.00, -1.33
-21083, 5.11, 2000.00, -1.70
-21070, 6.94, 2000.00, -1.16
-21057, 4.45, 2000.00, -1.81
-21044, 7.47, 2000.00, -2.02
-21031, 8.15, 2000.00, -1.47
-21018, 5.69, 2000.00, -2.02
-21005, 8.29, 2000.00, -1.92
-20992, 7.63, 2000.00, -1.45
-20979, 5.60, 2000.00, -1.68
-20966, 6.80, 2000.00, -1.51
-20953, 5.98, 2000.00, -1.51
-20940, 6.02, 2000.00, -1.77
-20927, 7.19, 2000.00, -1.61
-20914, 6.38, 2000.00, -1.61
-20901, 6.43, 2000.00, -1.68
-20888, 6.77, 2000.00, -1.57
-20875, 6.25, 2000.00, -1.68
-20862, 6.75, 2000.00, -1.57
-20849, 6.24, 2000.00, -1.61
-20836, 6.47, 2000.00, -1.71
-20823, 6.86, 2000.00, -1.57
-20809, 6.25, 2000.00, -1.58
-20796, 6.33, 2000.00, -1.65
-20783, 6.65, 2000.00, -1.64
-20770, 6.55, 2000.00, -1.58
-20757, 6.30, 2000.00, -1.64
-20744, 6.56, 2000.00, -1.63
-20731, 6.51, 2000.00, -1.57
-20718, 6.26, 2000.00, -1.58
-20705, 6.32, 2000.00, -1.63
-20692, 6.53, 2000.00, -1.60
-20679, 6.40, 2000.00, -1.59
-20666, 6.37, 2000.00, -1.63
-20653, 6.53, 2000.00, -1.62
-20639, 6.47, 2000.00, -1.59
-20626, 6.36, 2000.00, -1.62
-20613, 6.51, 2000.00, -1.64
-20600, 6.58, 2000.00, -1.60
-20587, 6.38, 2000.00, -1.61
-20574, 6.43, 2000.00, -1.64
-20561, 6.56, 2000.00, -1.61
-20548, 6.44, 2000.00, -1.60
-20535, 6.38, 2000.00, -1.62
-20522, 6.50, 2000.00, -1.62
-20509, 6.48, 2000.00, -1.60
-20496, 6.41, 2000.00, -1.61
-20483, 6.43, 2000.00, -1.62
-20469, 6.48, 2000.00, -1.61
-20456, 6.42, 2000.00, -1.60
-20443, 6.39, 2000.00, -1.62
-20430, 6.50, 2000.00, -1.61
-20417, 6.45, 2000.00, -1.60
-20404, 6.40, 2000.00, -1.62
-20391, 6.47, 2000.00, -1.62
-20378, 6.48, 2000.00, -1.61
-20365, 6.42, 2000.00, -1.59
-20352, 6.35, 2000.00, -1.60
-20339, 6.42, 2000.00, -1.63
-20326, 6.52, 2000.00, -1.59
-20313, 6.36, 2000.00, -1.64
-20300, 6.59, 2000.00, -1.62
-20287, 6.48, 2000.00, -1.59
-20274, 6.35, 2000.00, -1.62
-20261, 6.48, 2000.00, -1.60
-20248, 6.41, 2000.00, -1.62
-20235, 6.49, 2000.00, -1.62
-20222, 6.49, 2000.00, -1.62
-20209, 6.49, 2000.00, -1.61
-20196, 6.43, 2000.00, -1.61
-20183, 6.42, 2000.00, -1.61
-20169, 6.42, 2000.00, -1.64
-20156, 6.57, 2000.00, -1.65
-20143, 6.61, 2000.00, -1.63
-20130, 6.53, 2000.00, -1.64
-20117, 6.58, 2000.00, -1.69
-20104, 6.76, 2000.00, -1.82
-20091, 7.35, 2000.00, -1.95
-20078, 7.84, 2000.00, -2.07
-20065, 8.31, 2000.00, -2.19
-20052, 8.80, 2000.00, -2.25
-20039, 9.03, 2000.00, -2.27
-20026, 9.07, 2000.00, -2.24
-20013, 8.97, 2000.00, -2.18
-19999, 8.69, 2000.00, -2.13
-19986, 8.49, 2000.00, -2.06
-19973, 8.20, 2000.00, -2.01
-19960, 8.00, 2000.00, -1.98
-19947, 7.91, 2000.00, -1.92
-19934, 7.65, 2000.00, -1.74
-19921, 6.91, 2000.00, -1.80
-19908, 7.20, 2000.00, -1.70
-19895, 6.75, 2000.00, -1.62
-19882, 6.45, 2000.00, -1.51
-19869, 6.01, 2000.00, -1.39
-19856, 5.52, 2000.00, -1.32
-19843, 5.23, 2000.00, -1.27
-19829, 5.07, 2000.00, -1.27
-19816, 5.06, 2000.00, -1.30
-19803, 5.23, 2000.00, -1.27
-19790, 5.05, 2000.00, -1.27
-19777, 5.09, 2000.00, -1.31
-19764, 5.26, 2000.00, -1.30
-19751, 5.21, 2000.00, -1.25
-19738, 5.00, 2000.00, -1.23
-19725, 4.93, 2000.00, -1.18
-19712, 4.71, 2000.00, -1.17
-19699, 4.67, 2000.00, -1.18
-19686, 4.71, 2000.00, -1.21
-19673, 4.85, 2000.00, -1.23
-19660, 4.94, 2000.00, -1.24
-19647, 4.97, 2000.00, -1.20
-19634, 4.79, 2000.00, -1.18
-19621, 4.70, 2000.00, -1.12
-19608, 4.45, 2000.00, -1.07
-19595, 4.28, 2000.00, -1.04
-19582, 4.13, 2000.00, -1.03
-19569, 4.11, 2000.00, -1.02
-19556, 4.10, 2000.00, -1.02
-19543, 4.06, 2000.00, -1.00
-19529, 3.98, 2000.00, -0.95
-19516, 3.78, 2000.00, -0.91
-19503, 3.64, 2000.00, -0.89
-19490, 3.55, 2000.00, -0.87
-19477, 3.49, 2000.00, -0.84
-19464, 3.35, 2000.00, -0.83
-19451, 3.31, 2000.00, -0.79
-19438, 3.13, 2000.00, -0.75
-19425, 2.99, 2000.00, -0.75
-19412, 3.01, 2000.00, -0.73
-19399, 2.91, 2000.00, -0.72
-19386, 2.90, 2000.00, -0.73
-19373, 2.92, 2000.00, -0.72
-19359, 2.88, 2000.00, -0.71
-19346, 2.81, 2000.00, -0.68
-19333, 2.70, 2000.00, -0.65
-19320, 2.58, 2000.00, -0.65
-19307, 2.61, 2000.00, -0.64
-19294, 2.57, 2000.00, -0.62
-19281, 2.45, 2000.00, -0.59
-19268, 2.35, 2000.00, -0.58
-19255, 2.30, 2000.00, -0.54
-19242, 2.14, 2000.00, -0.47
-19229, 1.87, 2000.00, -0.49
-19216, 1.98, 2000.00, -0.46
-19203, 1.83, 2000.00, -0.45
-19189, 1.79, 2000.00, -0.43
-19176, 1.71, 2000.00, -0.43
-19163, 1.73, 2000.00, -0.41
-19150, 1.65, 2000.00, -0.42
-19137, 1.68, 2000.00, -0.43
-19124, 1.71, 2000.00, -0.43
-19111, 1.72, 2000.00, -0.41
-19098, 1.63, 2000.00, -0.38
-19085, 1.51, 2000.00, -0.36
-19072, 1.44, 2000.00, -0.35
-19059, 1.39, 2000.00, -0.33
-19046, 1.32, 2000.00, -0.31
-19033, 1.24, 2000.00, -0.30
-19020, 1.17, 2000.00, -0.31
-19007, 1.23, 2000.00, -0.27
